frequency_hz,without_filter_grid_ohm,without_filter_grid_angle_deg,without_filter_filter_ohm,without_filter_filter_angle_deg,without_filter_pcc_ohm,without_filter_pcc_angle_deg,tuned_5th_grid_ohm,tuned_5th_grid_angle_deg,tuned_5th_filter_ohm,tuned_5th_filter_angle_deg,tuned_5th_pcc_ohm,tuned_5th_pcc_angle_deg,detuned_285hz_grid_ohm,detuned_285hz_grid_angle_deg,detuned_285hz_filter_ohm,detuned_285hz_filter_angle_deg,detuned_285hz_pcc_ohm,detuned_285hz_pcc_angle_deg,stiff_grid_grid_ohm,stiff_grid_grid_angle_deg,stiff_grid_filter_ohm,stiff_grid_filter_angle_deg,stiff_grid_pcc_ohm,stiff_grid_pcc_angle_deg,weak_grid_grid_ohm,weak_grid_grid_angle_deg,weak_grid_filter_ohm,weak_grid_filter_angle_deg,weak_grid_pcc_ohm,weak_grid_pcc_angle_deg,low_quality_grid_ohm,low_quality_grid_angle_deg,low_quality_filter_ohm,low_quality_filter_angle_deg,low_quality_pcc_ohm,low_quality_pcc_angle_deg
1.0,0.020039439530689835,3.5952737798681755,479.9863346372577,-89.99618023892967,0.02003943953068984,3.5952737798681746,0.020039439530689835,3.5952737798681755,479.9863346372577,-89.99618023892967,0.020039491922386504,3.5928863715164483,0.020039439530689835,3.5952737798681755,479.9857585852115,-89.99597919404748,0.02003949191951939,3.5928863681257774,0.010019719765344917,3.5952737798681755,479.9863346372577,-89.99618023892967,0.010019732865426538,3.5940800772527366,0.04007887906137967,3.5952737798681755,479.9863346372577,-89.99618023892967,0.04007908855912703,3.5904989506854132,0.020039439530689835,3.5952737798681755,479.9863402372228,-89.99045059739844,0.020039491838883657,3.592886356581471
1.149929160763397,0.020052135821654167,4.132563781285628,417.4036386391161,-89.99560752962826,0.02005213582165417,4.132563781285628,0.020052135821654167,4.132563781285628,417.4036386391161,-89.99560752962826,0.020052205145336326,4.129818414953823,0.020052135821654167,4.132563781285628,417.4029762200709,-89.9953763396389,0.020052205141569374,4.129818409797931,0.010026067910827084,4.132563781285628,417.4036386391161,-89.99560752962826,0.010026085244595041,4.131191100492522,0.040104271643308334,4.132563781285628,417.4036386391161,-89.99560752962826,0.04010454884691816,4.127073029645848,0.020052135821654167,4.132563781285628,417.40364507870214,-89.98901882418359,0.020052205034845876,4.129818392243606
1.299858321526794,0.02006659311803056,4.669126714700515,369.2576717418314,-89.99503481374502,0.02006659311803056,4.669126714700515,0.02006659311803056,4.669126714700515,369.2576717418314,-89.99503481374502,0.02006668176148626,4.666023383756639,0.02006659311803056,4.669126714700515,369.25692295578784,-89.99477347755354,0.020066681756708473,4.666023376309589,0.01003329655901528,4.669126714700515,369.2576717418314,-89.99503481374502,0.010033318723509557,4.667575052655782,0.04013318623606112,4.669126714700515,369.2576717418314,-89.99503481374502,0.040133540693710196,4.662920025404039,0.02006659311803056,4.669126714700515,369.25767902104815,-89.9875870345257,0.020066681620201674,4.666023350954662
1.4497874822901908,0.020082807616659336,5.2048701497350125,331.0695291996398,-89.9944620904217,0.020082807616659336,5.2048701497350125,0.020082807616659336,5.2048701497350125,331.0695291996398,-89.9944620904217,0.020082917977898573,5.201408846682237,0.020082807616659336,5.2048701497350125,331.0686940465983,-89.99417060679038,0.02008291797200469,5.201408836349495,0.010041403808329668,5.2048701497350125,331.0695291996398,-89.9944620904217,0.01004143140314445,5.203139502963844,0.04016561523331867,5.2048701497350125,331.0695291996398,-89.9944620904217,0.040166056534112836,5.197947505600024,0.020082807616659336,5.2048701497350125,331.0695373184983,-89.9861552262806,0.020082917801996808,5.20140880116987
1.5997166430535879,0.020100775065144693,5.73970251113846,300.03939970519974,-89.9938893588,0.020100775065144696,5.73970251113846,0.020100775065144693,5.73970251113846,300.03939970519974,-89.9938893588,0.020100909553629257,5.735883227615066,0.020100775065144693,5.73970251113846,300.03847818516084,-89.99356772634833,0.020100909546520475,5.73588321373349,0.010050387532572347,5.73970251113846,300.03939970519974,-89.9938893588,0.010050421160163307,5.737792875765173,0.040201550130289386,5.73970251113846,300.03939970519974,-89.9938893588,0.04020208790918813,5.732063893000854,0.020100775065144693,5.73970251113846,300.03940866371204,-89.98472339730411,0.020100909339268704,5.735883166471538
1.7496458038169849,0.020120490767373655,6.2735331697273065,274.3271481523524,-89.99331661802162,0.020120490767373655,6.273533169727306,0.020120490767373655,6.2735331697273065,274.3271481523524,-89.99331661802162,0.0201206518052397,6.269355896506619,0.020120490767373655,6.2735331697273065,274.3261402653166,-89.99296483522625,0.020120651796824388,6.269355878344448,0.010060245383686828,6.2735331697273065,274.3271481523524,-89.99331661802162,0.010060285649676601,6.271444541475313,0.04024098153474731,6.2735331697273065,274.3271481523524,-89.99331661802162,0.04024162547745941,6.265178556440531,0.020120490767373655,6.2735331697273065,274.32715795053184,-89.98329154545192,0.02012065154855822,6.269355816508992
1.8995749645803817,0.020141949589576175,6.806272530897682,252.67359026299675,-89.99274386722817,0.02014194958957618,6.806272530897682,0.020141949589576175,6.806272530897682,252.67359026299675,-89.99274386722817,0.02014213961284877,6.801737257888009,0.020141949589576175,6.806272530897682,252.67249600896477,-89.99236193242294,0.02014213960304326,6.801737234644854,0.010070974794788088,6.806272530897682,252.67359026299675,-89.99274386722817,0.010071022308269754,6.804004905089469,0.04028389917915235,6.806272530897682,252.67359026299675,-89.99274386722817,0.040284659026999584,6.7972018993325625,0.020141949589576175,6.806272530897682,252.6736009008581,-89.98185966857957,0.020142139309961737,6.801737155511132
2.0495041253437787,0.020165145966908368,7.3378321205044434,234.18799857690811,-89.99217110556123,0.02016514596690837,7.3378321205044434,0.020165145966908368,7.3378321205044434,234.18799857690811,-89.99217110556123,0.020165367426707353,7.332938836748996,0.020165145966908368,7.3378321205044434,234.18681795588057,-89.99175901693714,0.020165367415436654,7.3329388075558235,0.010082572983454184,7.3378321205044434,234.18799857690811,-89.99217110556123,0.010082628357292534,7.335385492061529,0.040330291933816736,7.3378321205044434,234.18799857690811,-89.99217110556123,0.04033117748856296,7.328045445548983,0.020165145966908368,7.3378321205044434,234.18801005446724,-89.98042776454254,0.020165367073705684,7.332938708165474
2.1994332861071757,0.020190073910539487,7.868124667912814,218.22251914391381,-89.99159833216231,0.020190073910539487,7.868124667912814,0.020190073910539487,7.868124667912814,218.22251914391381,-89.99159833216231,0.02019032927427593,7.862873361589625,0.020190073910539487,7.868124667912814,218.2212521558915,-89.99115608776752,0.020190329261474547,7.862873325508748,0.010095036955269743,7.868124667912814,218.22251914391381,-89.99159833216231,0.010095100806400232,7.865499031355724,0.040380147821078974,7.868124667912814,218.22251914391381,-89.99159833216231,0.04038116894972163,7.857621922471993,0.020190073910539487,7.868124667912814,218.2225314611879,-89.97899583119612,0.020190328867224158,7.862873202669776
2.3493624468705727,0.020216727015222005,8.397064186041908,204.2946742829238,-89.99102554617288,0.020216727015222005,8.397064186041908,0.020216727015222005,8.397064186041908,204.2946742829238,-89.99102554617288,0.020217018767784596,8.391454844463754,0.020216727015222005,8.397064186041908,204.29332092790756,-89.99055314391266,0.020217018753397285,8.391454800488809,0.010108363507611002,8.397064186041908,204.2946742829238,-89.99102554617288,0.01010843645733615,8.39425953549013,0.04043345403044401,8.397064186041908,204.2946742829238,-89.99102554617288,0.04043462066996557,8.385845341037454,0.020216727015222005,8.397064186041908,204.29468743993144,-89.97756386639549,0.020217018302718937,8.391454650775557
